,product,title ,rating,body
237,"Fire-Boltt Beast SPO2 1.69"" Full Touch Large HD Color Display Smart Watch, 8 Days Battery Life, IP67 Waterpoof with Heart Rate Monitor, Sleep & Breathe Monitoring with Rotating Button (Black) (Pink)",Superb purchase,4,"Amazing companion. All sensors included like HR, SPo2, BP, Pedometer.Good display and battery capacity.Just lacks built-in speaker to receive calls."
238,"Fire-Boltt Beast SPO2 1.69"" Full Touch Large HD Color Display Smart Watch, 8 Days Battery Life, IP67 Waterpoof with Heart Rate Monitor, Sleep & Breathe Monitoring with Rotating Button (Black) (Pink)",Initial impressions good,4,"Initial impressions..1. Seems good, yet to check accuracy.quality seems to be fine.2.review must to register for the premium subscriptions. Not necessary for the functioning if the watch. Detailed review to follow."
239,"Fire-Boltt Beast SPO2 1.69"" Full Touch Large HD Color Display Smart Watch, 8 Days Battery Life, IP67 Waterpoof with Heart Rate Monitor, Sleep & Breathe Monitoring with Rotating Button (Black) (Pink)",Worth the money. Go for it.,5,Best smart watch in this price. Almost accurate readings given by its sensors. Premium looks and good quality material used.
240,"Fire-Boltt Beast SPO2 1.69"" Full Touch Large HD Color Display Smart Watch, 8 Days Battery Life, IP67 Waterpoof with Heart Rate Monitor, Sleep & Breathe Monitoring with Rotating Button (Black) (Pink)",Stress monitor needs to include,5,Everything is good as per my req. Only thing is that it should have feature of stress monitor
241,"Fire-Boltt Beast SPO2 1.69"" Full Touch Large HD Color Display Smart Watch, 8 Days Battery Life, IP67 Waterpoof with Heart Rate Monitor, Sleep & Breathe Monitoring with Rotating Button (Black) (Pink)",BP measurement issue,3,Bp measurement very inaccurate. Showing difference of 35in sys as compared to equipment
242,"Fire-Boltt Beast SPO2 1.69"" Full Touch Large HD Color Display Smart Watch, 8 Days Battery Life, IP67 Waterpoof with Heart Rate Monitor, Sleep & Breathe Monitoring with Rotating Button (Black) (Pink)",Amazing product,5,"Amazing product, feels very premium due to the metal construction, strap is extremely comfortable, SPO2 monitor works really well"
243,"Fire-Boltt Beast SPO2 1.69"" Full Touch Large HD Color Display Smart Watch, 8 Days Battery Life, IP67 Waterpoof with Heart Rate Monitor, Sleep & Breathe Monitoring with Rotating Button (Black) (Pink)",Not working properly,4,My watch is switching off and on automaticallyAnd its side button is also not working properly I want to replace this item.If cashback is possible then pls arrange it for meThanks
244,"Fire-Boltt Beast SPO2 1.69"" Full Touch Large HD Color Display Smart Watch, 8 Days Battery Life, IP67 Waterpoof with Heart Rate Monitor, Sleep & Breathe Monitoring with Rotating Button (Black) (Pink)",Price worthy,4,I dont think that BP an Heart rate are measured accurately. Battery life is good and so is the screen quality. Overall satisfactory. Should include other things to like music and calling.
245,"Fire-Boltt Beast SPO2 1.69"" Full Touch Large HD Color Display Smart Watch, 8 Days Battery Life, IP67 Waterpoof with Heart Rate Monitor, Sleep & Breathe Monitoring with Rotating Button (Black) (Pink)",Nice,5,"Your browser does not support HTML5 video.


   Very good"
246,"Fire-Boltt Beast SPO2 1.69"" Full Touch Large HD Color Display Smart Watch, 8 Days Battery Life, IP67 Waterpoof with Heart Rate Monitor, Sleep & Breathe Monitoring with Rotating Button (Black) (Pink)",At 3.8k its good choice for big screen.,3,Everything working fine except BP measure. Its shows always normal reading even BP is actually low.
247,"Fire-Boltt Beast SPO2 1.69"" Full Touch Large HD Color Display Smart Watch, 8 Days Battery Life, IP67 Waterpoof with Heart Rate Monitor, Sleep & Breathe Monitoring with Rotating Button (Black) (Pink)",It's a good product.,4,The product is good. Screen quality and battery life is good. The accuracy of the distance is a bit compromised though. Not that bad but just a tiny bit.
248,"Fire-Boltt Beast SPO2 1.69"" Full Touch Large HD Color Display Smart Watch, 8 Days Battery Life, IP67 Waterpoof with Heart Rate Monitor, Sleep & Breathe Monitoring with Rotating Button (Black) (Pink)",बैकार आईटम है,1,"Your browser does not support HTML5 video.


   एकदम बेकार पीस है इसका टचपेनल काम नही कर रहा है ओर यह हरसमय पर रिस्टार्ट हो जाता है ओर fire bollt कंपनी को शिकायत करने बाद भी अभीतक उनकी तरफ से किसी प्रकार से सहायता का मेसेज नही आया"
249,"Fire-Boltt Beast SPO2 1.69"" Full Touch Large HD Color Display Smart Watch, 8 Days Battery Life, IP67 Waterpoof with Heart Rate Monitor, Sleep & Breathe Monitoring with Rotating Button (Black) (Pink)",Value for money,5,Excellent looks.User friendly UI.Ample of faces.Good battery Life.Loving It 😊😊
250,"Fire-Boltt Beast SPO2 1.69"" Full Touch Large HD Color Display Smart Watch, 8 Days Battery Life, IP67 Waterpoof with Heart Rate Monitor, Sleep & Breathe Monitoring with Rotating Button (Black) (Pink)",Just INCREDIBLE & really a BEAST (as the name goes...),5,"I didn't really expected that this watch was really a BEAST in reality. In short, those who are really fond of smart watches or looking for something, just blindly GO FOR it.Believe me, you won't regret...."
251,"Fire-Boltt Beast SPO2 1.69"" Full Touch Large HD Color Display Smart Watch, 8 Days Battery Life, IP67 Waterpoof with Heart Rate Monitor, Sleep & Breathe Monitoring with Rotating Button (Black) (Pink)",Good,4,"Sensors are not expected, tracking is not good,Calls control, music control, cam control is good"
252,"Fire-Boltt Beast SPO2 1.69"" Full Touch Large HD Color Display Smart Watch, 8 Days Battery Life, IP67 Waterpoof with Heart Rate Monitor, Sleep & Breathe Monitoring with Rotating Button (Black) (Pink)",Best Smartwatch at this price range.,5,"The best thing about its large curved screen with multiple functionsBut the accuracy of the pedometer not up to the Mark. instead of that, the overall quality of the watch is satisfactory, with this price range."
253,"Fire-Boltt Beast SPO2 1.69"" Full Touch Large HD Color Display Smart Watch, 8 Days Battery Life, IP67 Waterpoof with Heart Rate Monitor, Sleep & Breathe Monitoring with Rotating Button (Black) (Pink)",Average watch hai,4,"Not bad , feeling ok hai, mja nhi aya chal kr use kr k message show hote hai but screen on kr. K aise nhi hote quality or features looks k accourding 3000 se jada rate deserve nhi krti.Overall agerage watch hai"
254,"Fire-Boltt Beast SPO2 1.69"" Full Touch Large HD Color Display Smart Watch, 8 Days Battery Life, IP67 Waterpoof with Heart Rate Monitor, Sleep & Breathe Monitoring with Rotating Button (Black) (Pink)",perfect,4,good product.  hope so there was auto dectection excercise option and a gps tracking system.  otherwise its awesom with amazing accuracy
255,"Fire-Boltt Beast SPO2 1.69"" Full Touch Large HD Color Display Smart Watch, 8 Days Battery Life, IP67 Waterpoof with Heart Rate Monitor, Sleep & Breathe Monitoring with Rotating Button (Black) (Pink)",Best in class for price range ( 3200K ),4,Just got the delivery.....Cons:- strap is not a good quality... Colour of the strap is not exactly same as in the advertisement....Outter body of aluminium colour should match the strap colour.
256,"Fire-Boltt Beast SPO2 1.69"" Full Touch Large HD Color Display Smart Watch, 8 Days Battery Life, IP67 Waterpoof with Heart Rate Monitor, Sleep & Breathe Monitoring with Rotating Button (Black) (Pink)",Very good performance with good look and reasonable prise.,4,The look is very good just like higher end and very reasonable prise.
257,"Fire-Boltt Beast SPO2 1.69"" Full Touch Large HD Color Display Smart Watch, 8 Days Battery Life, IP67 Waterpoof with Heart Rate Monitor, Sleep & Breathe Monitoring with Rotating Button (Black) (Pink)",Battery,1,I got my parcel today . I charged it to 53% . But to battery percentage dropped to 44% in less than 2 minutes . I donot know what is the issue . I am using it with iPhone 11 through Dafit app . Please help me out .
258,"Fire-Boltt Beast SPO2 1.69"" Full Touch Large HD Color Display Smart Watch, 8 Days Battery Life, IP67 Waterpoof with Heart Rate Monitor, Sleep & Breathe Monitoring with Rotating Button (Black) (Pink)",Good,4,"Your browser does not support HTML5 video.


   Good ."
259,"Fire-Boltt Beast SPO2 1.69"" Full Touch Large HD Color Display Smart Watch, 8 Days Battery Life, IP67 Waterpoof with Heart Rate Monitor, Sleep & Breathe Monitoring with Rotating Button (Black) (Pink)",Satisfactory,3,"All is good, except few things like, without mobile paired, you can't adjust time. Zone time is not getting captured automatically.The dial they are showing in pic is more attractive then what you get in real"
260,"Fire-Boltt Beast SPO2 1.69"" Full Touch Large HD Color Display Smart Watch, 8 Days Battery Life, IP67 Waterpoof with Heart Rate Monitor, Sleep & Breathe Monitoring with Rotating Button (Black) (Pink)",Worth every Penny,4,"Awesome display clarity, icons are neatly arranged which makes navigation super easy. Love the wallpapers.."
261,"Fire-Boltt Beast SPO2 1.69"" Full Touch Large HD Color Display Smart Watch, 8 Days Battery Life, IP67 Waterpoof with Heart Rate Monitor, Sleep & Breathe Monitoring with Rotating Button (Black) (Pink)",Don't prefer,1,Not giving any accurate measurements including in spo2 monitoring
262,"Fire-Boltt Beast SPO2 1.69"" Full Touch Large HD Color Display Smart Watch, 8 Days Battery Life, IP67 Waterpoof with Heart Rate Monitor, Sleep & Breathe Monitoring with Rotating Button (Black) (Pink)",Update need,5,Is watcha me fota update se watch fase badhao or sike glasses pe scratch jaldi lag raha hai to is watch ka tempar glass leke aoa ya to gorrela glass laga ke do
263,"Fire-Boltt Beast SPO2 1.69"" Full Touch Large HD Color Display Smart Watch, 8 Days Battery Life, IP67 Waterpoof with Heart Rate Monitor, Sleep & Breathe Monitoring with Rotating Button (Black) (Pink)",Best smart watch in this range,5,"Best smart watch in this range. Screen quality is just amazing and it has very interesting and different watch faces. It showa the bp, spO2 and pluse accurately. You should absolutely sonsider buying it!!!!"
264,"Fire-Boltt Beast SPO2 1.69"" Full Touch Large HD Color Display Smart Watch, 8 Days Battery Life, IP67 Waterpoof with Heart Rate Monitor, Sleep & Breathe Monitoring with Rotating Button (Black) (Pink)","Defective product,display not working!",1,"Defective product,I want to replace it! Even display doesn't work!"
265,"Fire-Boltt Beast SPO2 1.69"" Full Touch Large HD Color Display Smart Watch, 8 Days Battery Life, IP67 Waterpoof with Heart Rate Monitor, Sleep & Breathe Monitoring with Rotating Button (Black) (Pink)","Cool color, light weight",4,A real light weight cool looking watch
266,"Fire-Boltt Beast SPO2 1.69"" Full Touch Large HD Color Display Smart Watch, 8 Days Battery Life, IP67 Waterpoof with Heart Rate Monitor, Sleep & Breathe Monitoring with Rotating Button (Black) (Pink)",Excellent product...highly recommended,4,the battery was dead when the item was received..but once i charged the watch..i havent experienced any troubles...its running smoothly..i liked the design very much...the features are also excellent
267,"Fire-Boltt Beast SPO2 1.69"" Full Touch Large HD Color Display Smart Watch, 8 Days Battery Life, IP67 Waterpoof with Heart Rate Monitor, Sleep & Breathe Monitoring with Rotating Button (Black) (Pink)",Advance piece of technology,5,Good Watch. Purchased for my daughter. She enjoyed a lot using this advance piece of technology.
268,"Fire-Boltt Beast SPO2 1.69"" Full Touch Large HD Color Display Smart Watch, 8 Days Battery Life, IP67 Waterpoof with Heart Rate Monitor, Sleep & Breathe Monitoring with Rotating Button (Black) (Pink)",Good Looking,4,Good until now
269,"Fire-Boltt Beast SPO2 1.69"" Full Touch Large HD Color Display Smart Watch, 8 Days Battery Life, IP67 Waterpoof with Heart Rate Monitor, Sleep & Breathe Monitoring with Rotating Button (Black) (Pink)","Product is same as expected, value for money.",5,"I like this product very much, you can track spo2, heart beat, BP, walking etc. Very useful when you do WFH, even you can keep reminder for drinking water. These kind of features are very useful. Love it."
270,"Fire-Boltt Beast SPO2 1.69"" Full Touch Large HD Color Display Smart Watch, 8 Days Battery Life, IP67 Waterpoof with Heart Rate Monitor, Sleep & Breathe Monitoring with Rotating Button (Black) (Pink)",Best watch,5,"Very good product, best in class. Touch screen and features very very good.I got this at 3,000/- Amazon day sale"
271,"Fire-Boltt Beast SPO2 1.69"" Full Touch Large HD Color Display Smart Watch, 8 Days Battery Life, IP67 Waterpoof with Heart Rate Monitor, Sleep & Breathe Monitoring with Rotating Button (Black) (Pink)",Worth for money. Will buy another one.,4,Lovely. All in one. Good touch and rest working perfectly. But need to see battery back up. Overall good decision to purchase this. Need the strap in maroon colour.
272,"Fire-Boltt Beast SPO2 1.69"" Full Touch Large HD Color Display Smart Watch, 8 Days Battery Life, IP67 Waterpoof with Heart Rate Monitor, Sleep & Breathe Monitoring with Rotating Button (Black) (Pink)","Large Display Size , decent battery life make this a worthwhile smartwartch to consider for.",4,Likes- Large Display- Good battery life- Budget Smartwatch- Touch screen is also goodDislikes- More colours should have been there- Some drawbacks with software
273,"Fire-Boltt Beast SPO2 1.69"" Full Touch Large HD Color Display Smart Watch, 8 Days Battery Life, IP67 Waterpoof with Heart Rate Monitor, Sleep & Breathe Monitoring with Rotating Button (Black) (Pink)",Satisfactory product,4,Seen some issues likeMusic control not workingimage captured not getting savedheart beat not updating to app continously
274,"Fire-Boltt Beast SPO2 1.69"" Full Touch Large HD Color Display Smart Watch, 8 Days Battery Life, IP67 Waterpoof with Heart Rate Monitor, Sleep & Breathe Monitoring with Rotating Button (Black) (Pink)",superb!!!,5,really nice watch.... easy to use...
275,"Fire-Boltt Beast SPO2 1.69"" Full Touch Large HD Color Display Smart Watch, 8 Days Battery Life, IP67 Waterpoof with Heart Rate Monitor, Sleep & Breathe Monitoring with Rotating Button (Black) (Pink)",Awesome,5,"I used this watch for last 3 months and saying my review l, such a amazing watch PR is accurate and spo2 is awesome.. And I can track all my workouts especially  swimming … just a amazing smart watch …"
276,"Fire-Boltt Beast SPO2 1.69"" Full Touch Large HD Color Display Smart Watch, 8 Days Battery Life, IP67 Waterpoof with Heart Rate Monitor, Sleep & Breathe Monitoring with Rotating Button (Black) (Pink)",Poor Quality,1,Poor quality..I recommend don't Buy this product. Return option will not show once product delivered
277,"Fire-Boltt Beast SPO2 1.69"" Full Touch Large HD Color Display Smart Watch, 8 Days Battery Life, IP67 Waterpoof with Heart Rate Monitor, Sleep & Breathe Monitoring with Rotating Button (Black) (Pink)",Very much pour product.. Dont buy it..,1,It's a very pour product. Please don't buy this product.. After using one month a big black sopt come out from display.. I'm trying to complain on boltt website but no response.. I think I'm gonna lose my money.
278,"Fire-Boltt Beast SPO2 1.69"" Full Touch Large HD Color Display Smart Watch, 8 Days Battery Life, IP67 Waterpoof with Heart Rate Monitor, Sleep & Breathe Monitoring with Rotating Button (Black) (Pink)",Excellent Watch,5,Amazing Watch. Good size. Excellent screen resolution. Accurate readings of health features
279,"Fire-Boltt Beast SPO2 1.69"" Full Touch Large HD Color Display Smart Watch, 8 Days Battery Life, IP67 Waterpoof with Heart Rate Monitor, Sleep & Breathe Monitoring with Rotating Button (Black) (Pink)",Recommended,5,Nice product for Senior Citizen
280,"Fire-Boltt Beast SPO2 1.69"" Full Touch Large HD Color Display Smart Watch, 8 Days Battery Life, IP67 Waterpoof with Heart Rate Monitor, Sleep & Breathe Monitoring with Rotating Button (Black) (Pink)",Bad service,1,Very bad service from fire boltt i was purchased 2 month ago after 15 days charger not work properly 12 days have passed and no reply has come yet  customer services not response properly
281,"Fire-Boltt Beast SPO2 1.69"" Full Touch Large HD Color Display Smart Watch, 8 Days Battery Life, IP67 Waterpoof with Heart Rate Monitor, Sleep & Breathe Monitoring with Rotating Button (Black) (Pink)",Health related features are programed.,2,"Your browser does not support HTML5 video.


   Two star only for built qualityAll health related features are programed. BP,HR,Spo2 table par rakh kar bhi reading de raha hai..."
282,"Fire-Boltt Beast SPO2 1.69"" Full Touch Large HD Color Display Smart Watch, 8 Days Battery Life, IP67 Waterpoof with Heart Rate Monitor, Sleep & Breathe Monitoring with Rotating Button (Black) (Pink)",Worth it,4,This is an amazing watch.  I like the screen size. It's easy to use as well. One of the most amazing feature is the long lasting battery life.
283,"Fire-Boltt Beast SPO2 1.69"" Full Touch Large HD Color Display Smart Watch, 8 Days Battery Life, IP67 Waterpoof with Heart Rate Monitor, Sleep & Breathe Monitoring with Rotating Button (Black) (Pink)",nice and superb,4,just got the product today.looks great.further will update after a month’s usage.the watch is being restarted by itself.i don’t know why?
284,"Fire-Boltt Beast SPO2 1.69"" Full Touch Large HD Color Display Smart Watch, 8 Days Battery Life, IP67 Waterpoof with Heart Rate Monitor, Sleep & Breathe Monitoring with Rotating Button (Black) (Pink)",Fire-Boltt Beast SpO2 1.69”,5,I got this as a gift to my father. I was looking for something to track his SPO2 and other vitals and also needed a watch large enough for him read things easily. This one fit the bill perfectly.
285,"Fire-Boltt Beast SPO2 1.69"" Full Touch Large HD Color Display Smart Watch, 8 Days Battery Life, IP67 Waterpoof with Heart Rate Monitor, Sleep & Breathe Monitoring with Rotating Button (Black) (Pink)",Watch stopped working within 20 days. But I requested for replacement and I got positive feedback,4,"Your browser does not support HTML5 video.


   Touch screen was averageAccuracy was goodbut now it is not showing any display and I requested exchange and I am getting positive response"
286,"Fire-Boltt Beast SPO2 1.69"" Full Touch Large HD Color Display Smart Watch, 8 Days Battery Life, IP67 Waterpoof with Heart Rate Monitor, Sleep & Breathe Monitoring with Rotating Button (Black) (Pink)",Best watch in this price range,4,"It is a nice and bigger screen smartwatch with hd display.There are various option available on the menu like spo2, bp and heart rate measurement etc with good accuracy."
287,"Fire-Boltt Beast SPO2 1.69"" Full Touch Large HD Color Display Smart Watch, 8 Days Battery Life, IP67 Waterpoof with Heart Rate Monitor, Sleep & Breathe Monitoring with Rotating Button (Black) (Pink)",Good product,4,The watch is ok my son wanted it so bought it for his bday
288,"Fire-Boltt Beast SPO2 1.69"" Full Touch Large HD Color Display Smart Watch, 8 Days Battery Life, IP67 Waterpoof with Heart Rate Monitor, Sleep & Breathe Monitoring with Rotating Button (Black) (Pink)",Looking wise this watch is awesome,5,"Screen is really big, smooth in touch and accuracy is good"
289,"Fire-Boltt Beast SPO2 1.69"" Full Touch Large HD Color Display Smart Watch, 8 Days Battery Life, IP67 Waterpoof with Heart Rate Monitor, Sleep & Breathe Monitoring with Rotating Button (Black) (Pink)",Decent for the price.,5,"Within the segment, the display is the biggest. Touch response is acceptable. Sensor accuracy is questionable. UI  could have been a little more innovative."
290,"Fire-Boltt Beast SPO2 1.69"" Full Touch Large HD Color Display Smart Watch, 8 Days Battery Life, IP67 Waterpoof with Heart Rate Monitor, Sleep & Breathe Monitoring with Rotating Button (Black) (Pink)",Must buy product .,4,After 3 months of use I can say performance of watch is outstanding..screen size is huge and accuracy is pretty good.
291,"Fire-Boltt Beast SPO2 1.69"" Full Touch Large HD Color Display Smart Watch, 8 Days Battery Life, IP67 Waterpoof with Heart Rate Monitor, Sleep & Breathe Monitoring with Rotating Button (Black) (Pink)",Used pc received twice,1,Twice replacement received but waste as both time watch was used piece.
292,"Fire-Boltt Beast SPO2 1.69"" Full Touch Large HD Color Display Smart Watch, 8 Days Battery Life, IP67 Waterpoof with Heart Rate Monitor, Sleep & Breathe Monitoring with Rotating Button (Black) (Pink)",Wrong count of most important function feature BP and SPO2 and Heart rate,1,"Your browser does not support HTML5 video.


   It is fake watch, don't buy it,spO2 and BP and Heart rate is wrong every time and count without wear watch.. please don't buy it"
293,"Fire-Boltt Beast SPO2 1.69"" Full Touch Large HD Color Display Smart Watch, 8 Days Battery Life, IP67 Waterpoof with Heart Rate Monitor, Sleep & Breathe Monitoring with Rotating Button (Black) (Pink)",Great battery life,5,"Easy to use straight out of the Box, looks good to, easily mistaken for much more expensive Apple watch"
294,"Fire-Boltt Beast SPO2 1.69"" Full Touch Large HD Color Display Smart Watch, 8 Days Battery Life, IP67 Waterpoof with Heart Rate Monitor, Sleep & Breathe Monitoring with Rotating Button (Black) (Pink)","Lot of bugs, not worth of the price",2,"Lot of bugs and it does not work properly with App,BP, SPO2 measurements are wrong, the seller should fixe it or allow buyer to return it."
295,"Fire-Boltt Beast SPO2 1.69"" Full Touch Large HD Color Display Smart Watch, 8 Days Battery Life, IP67 Waterpoof with Heart Rate Monitor, Sleep & Breathe Monitoring with Rotating Button (Black) (Pink)",You get to choose!,4,Nice colour .I love itAlso the hook for the watch.Prefers a different type of hook for smart watches.Not like the hooks in ordinary watches.The rest are all fine.
296,"Fire-Boltt Beast SPO2 1.69"" Full Touch Large HD Color Display Smart Watch, 8 Days Battery Life, IP67 Waterpoof with Heart Rate Monitor, Sleep & Breathe Monitoring with Rotating Button (Black) (Pink)",The display,5,Excellent user friendly watch in a good bujet all feature are working properly as its really good watch
297,"Fire-Boltt Beast SPO2 1.69"" Full Touch Large HD Color Display Smart Watch, 8 Days Battery Life, IP67 Waterpoof with Heart Rate Monitor, Sleep & Breathe Monitoring with Rotating Button (Black) (Pink)",Worst product,1,"Touch screen is faulty and often doesn't respond properly around edges. Also, I faced issue with display going bad and had to eventually return the product. Not worth for the money."
298,"Fire-Boltt Beast SPO2 1.69"" Full Touch Large HD Color Display Smart Watch, 8 Days Battery Life, IP67 Waterpoof with Heart Rate Monitor, Sleep & Breathe Monitoring with Rotating Button (Black) (Pink)","Display , brightness, features,and many more",5,"Your browser does not support HTML5 video.


   One of best touch screen ,accuracy and great battery life. I loved it!...It is best in this price range!!!😍😍😍😍"
299,"Fire-Boltt Beast SPO2 1.69"" Full Touch Large HD Color Display Smart Watch, 8 Days Battery Life, IP67 Waterpoof with Heart Rate Monitor, Sleep & Breathe Monitoring with Rotating Button (Black) (Pink)",Amazingly beautiful smartwatch,5,Display is quite big and crisp.Calls accept and silent and efficiently tracking all activities.It would be better if you if you can develop more watch faces which displays battery percentage
300,"Fire-Boltt Beast SPO2 1.69"" Full Touch Large HD Color Display Smart Watch, 8 Days Battery Life, IP67 Waterpoof with Heart Rate Monitor, Sleep & Breathe Monitoring with Rotating Button (Black) (Pink)",Looks premium in quality,5,"Your browser does not support HTML5 video.


   Just opened the box and looks premium in quality"
301,"Fire-Boltt Beast SPO2 1.69"" Full Touch Large HD Color Display Smart Watch, 8 Days Battery Life, IP67 Waterpoof with Heart Rate Monitor, Sleep & Breathe Monitoring with Rotating Button (Black) (Pink)",Features are good,4,Features are good but for some reason my watch does not count steps.
302,"Fire-Boltt Beast SPO2 1.69"" Full Touch Large HD Color Display Smart Watch, 8 Days Battery Life, IP67 Waterpoof with Heart Rate Monitor, Sleep & Breathe Monitoring with Rotating Button (Black) (Pink)",Bad  quality,1,This is bad quality watch other then abd battery life is bad heart rate Reding is poor reading and screen quality low step Reding approximately right but this product waste of money
303,"Fire-Boltt Beast SPO2 1.69"" Full Touch Large HD Color Display Smart Watch, 8 Days Battery Life, IP67 Waterpoof with Heart Rate Monitor, Sleep & Breathe Monitoring with Rotating Button (Black) (Pink)",Must buy,5,"Your browser does not support HTML5 video.


   Vallue for money product ,with right accuracy somehow"
304,"Fire-Boltt Beast SPO2 1.69"" Full Touch Large HD Color Display Smart Watch, 8 Days Battery Life, IP67 Waterpoof with Heart Rate Monitor, Sleep & Breathe Monitoring with Rotating Button (Black) (Pink)","Fraud!All informations are wrong..bp,heart spo2 ...everything",1,"Your browser does not support HTML5 video.


   Dont buy the product..Its a fraud brand..footstep also doesnt count.Takes the blood pressure and heart rate of my bed.Horrible fraudsters"
305,"Fire-Boltt Beast SPO2 1.69"" Full Touch Large HD Color Display Smart Watch, 8 Days Battery Life, IP67 Waterpoof with Heart Rate Monitor, Sleep & Breathe Monitoring with Rotating Button (Black) (Pink)",Excellent product in this price,5,The product is excellent
306,"Fire-Boltt Beast SPO2 1.69"" Full Touch Large HD Color Display Smart Watch, 8 Days Battery Life, IP67 Waterpoof with Heart Rate Monitor, Sleep & Breathe Monitoring with Rotating Button (Black) (Pink)",Average product.,4,"Your browser does not support HTML5 video.


   Accuracy for spo2 is some what matchable, blood pressure shown by watch is totally wrong, foot step count is ok. Heart beat monitor is also ok."
307,"Fire-Boltt Beast SPO2 1.69"" Full Touch Large HD Color Display Smart Watch, 8 Days Battery Life, IP67 Waterpoof with Heart Rate Monitor, Sleep & Breathe Monitoring with Rotating Button (Black) (Pink)",Good Product,5,Best watch at the peice range.  I have seen no issues in this after using it for more than a month.
308,"Fire-Boltt Beast SPO2 1.69"" Full Touch Large HD Color Display Smart Watch, 8 Days Battery Life, IP67 Waterpoof with Heart Rate Monitor, Sleep & Breathe Monitoring with Rotating Button (Black) (Pink)",Best budget smart watch,5,Build quality is excellent…display clarity is excellent..best budget watch for this price..sleep tracking measurements are accurate..awesome quality inshort all features are good
309,"Fire-Boltt Beast SPO2 1.69"" Full Touch Large HD Color Display Smart Watch, 8 Days Battery Life, IP67 Waterpoof with Heart Rate Monitor, Sleep & Breathe Monitoring with Rotating Button (Black) (Pink)",Need to improve disply quality overall good product,4,Just look good feel premium but display littel disappointing.
310,"Fire-Boltt Beast SPO2 1.69"" Full Touch Large HD Color Display Smart Watch, 8 Days Battery Life, IP67 Waterpoof with Heart Rate Monitor, Sleep & Breathe Monitoring with Rotating Button (Black) (Pink)",बहुत ख़राब सर्विस है बोल्ट कंपनी की,1,खराब सर्विस है । फायर बोल्ट कंपनी का भारत मे कोई सर्विस सेंटर या टोलफ्री नंबर नही है । मेरी स्मार्टवॉच को खराब हुऐ 6 दिन हो गए । मेने ऑनलाइन शिकायत की थी पर अभी तक कोई सुनवाई नही हुई है ।
311,"Fire-Boltt Beast SPO2 1.69"" Full Touch Large HD Color Display Smart Watch, 8 Days Battery Life, IP67 Waterpoof with Heart Rate Monitor, Sleep & Breathe Monitoring with Rotating Button (Black) (Pink)",A modern day health monitoring necessity for everybody,5,"Heart Beat , SpO2 : Very accurateBlood Pressure : +/- 5 .Reasonably accurateSleep Tracking : Very accurateStep Counter : Very accurate"
312,"Fire-Boltt Beast SPO2 1.69"" Full Touch Large HD Color Display Smart Watch, 8 Days Battery Life, IP67 Waterpoof with Heart Rate Monitor, Sleep & Breathe Monitoring with Rotating Button (Black) (Pink)",😠 product not working,1,"Your browser does not support HTML5 video.


   Display is not wirking after 2 monthsAnd fire bolt company don't give any responses"
313,"Fire-Boltt Beast SPO2 1.69"" Full Touch Large HD Color Display Smart Watch, 8 Days Battery Life, IP67 Waterpoof with Heart Rate Monitor, Sleep & Breathe Monitoring with Rotating Button (Black) (Pink)",U can go for it!!,5,"Your browser does not support HTML5 video.


   After 3 days of uses accuracy ,battery life and screen quality is superb"
314,"Fire-Boltt Beast SPO2 1.69"" Full Touch Large HD Color Display Smart Watch, 8 Days Battery Life, IP67 Waterpoof with Heart Rate Monitor, Sleep & Breathe Monitoring with Rotating Button (Black) (Pink)",GOOD,5,All very good
315,"Fire-Boltt Beast SPO2 1.69"" Full Touch Large HD Color Display Smart Watch, 8 Days Battery Life, IP67 Waterpoof with Heart Rate Monitor, Sleep & Breathe Monitoring with Rotating Button (Black) (Pink)",Very good watch,5,This watch is very good. And HR AND SPO2 are very accurate as i compared with Oximeter.  Just go for it
316,"Fire-Boltt Beast SPO2 1.69"" Full Touch Large HD Color Display Smart Watch, 8 Days Battery Life, IP67 Waterpoof with Heart Rate Monitor, Sleep & Breathe Monitoring with Rotating Button (Black) (Pink)",Inaccurate,1,Inaccurate readings. Not serving the purpose.
317,"Fire-Boltt Beast SPO2 1.69"" Full Touch Large HD Color Display Smart Watch, 8 Days Battery Life, IP67 Waterpoof with Heart Rate Monitor, Sleep & Breathe Monitoring with Rotating Button (Black) (Pink)",Excellent watch in this price range,4,"Your browser does not support HTML5 video.


   Watch is good in this price range, also display quality is exclusive but accuracy somehow is not upto the mark."
318,"Fire-Boltt Beast SPO2 1.69"" Full Touch Large HD Color Display Smart Watch, 8 Days Battery Life, IP67 Waterpoof with Heart Rate Monitor, Sleep & Breathe Monitoring with Rotating Button (Black) (Pink)",Value for money,5,"Good quality smartwatch at this price. SPO2 and other measurements are fairly good, battery life could have been better though. Overall, satisfied with the purchase."
319,"Fire-Boltt Beast SPO2 1.69"" Full Touch Large HD Color Display Smart Watch, 8 Days Battery Life, IP67 Waterpoof with Heart Rate Monitor, Sleep & Breathe Monitoring with Rotating Button (Black) (Pink)",Looking wow  👏😍,5,This watch is outstanding I have no words to say about this watch I am so happy to purchasing this watch and about the quality of this watch is  premium and look is very good😍😍😍😍😍
